2.146860122680664062e+00,1.584024168550968170e-03,8.742304444313049316e-01
2.177652359008789062e+00,1.442925422452390194e-03,8.937523365020751953e-01
2.138785839080810547e+00,1.418518135324120522e-03,8.903154134750366211e-01
2.139152288436889648e+00,1.420418615452945232e-03,8.906915783882141113e-01
2.134646654129028320e+00,1.420792425051331520e-03,8.905038237571716309e-01
2.133968830108642578e+00,1.419917214661836624e-03,8.907285332679748535e-01
2.131293058395385742e+00,1.419252366758882999e-03,8.910209536552429199e-01
2.129369258880615234e+00,1.418631174601614475e-03,8.913518190383911133e-01
2.127231597900390625e+00,1.418200321495532990e-03,8.917026519775390625e-01
2.125113487243652344e+00,1.417773775756359100e-03,8.920424580574035645e-01
2.123037338256835938e+00,1.417363877408206463e-03,8.923784494400024414e-01
2.121003627777099609e+00,1.416966319084167480e-03,8.927104473114013672e-01
2.119014739990234375e+00,1.416581217199563980e-03,8.930385708808898926e-01
2.117067813873291016e+00,1.416209619492292404e-03,8.933624625205993652e-01
2.115163564682006836e+00,1.415850361809134483e-03,8.936821222305297852e-01
2.113300323486328125e+00,1.415503560565412045e-03,8.939978480339050293e-01
2.111479282379150391e+00,1.415169448591768742e-03,8.943092823028564453e-01
2.109698057174682617e+00,1.414847793057560921e-03,8.946169614791870117e-01
2.107958316802978516e+00,1.414538943208754063e-03,8.949206471443176270e-01
2.106255531311035156e+00,1.414240803569555283e-03,8.952201604843139648e-01
2.104602336883544922e+00,1.413958030752837658e-03,8.955167531967163086e-01
2.102967262268066406e+00,1.413679681718349457e-03,8.958069682121276855e-01
2.101407289505004883e+00,1.413429621607065201e-03,8.961011767387390137e-01
2.099802732467651367e+00,1.413160352967679501e-03,8.963734507560729980e-01
2.098357200622558594e+00,1.412978279404342175e-03,8.966790437698364258e-01
2.096411705017089844e+00,1.412628451362252235e-03,8.969212174415588379e-01
2.095995187759399414e+00,1.412734389305114746e-03,8.973006010055541992e-01
2.093342781066894531e+00,1.411630655638873577e-03,8.972681760787963867e-01
2.096282243728637695e+00,1.412783400155603886e-03,8.984934687614440918e-01
2.092323303222656250e+00,1.411004341207444668e-03,8.969992399215698242e-01
2.077805519104003906e+00,1.414356753230094910e-03,9.023554921150207520e-01
2.033375740051269531e+00,1.424540299922227859e-03,9.021130204200744629e-01
2.140645265579223633e+00,1.517952885478734970e-03,9.050256609916687012e-01
