2.147753953933715820e+00,1.577980816364288330e-03,8.743292689323425293e-01
2.169692754745483398e+00,1.443541957996785641e-03,8.931316733360290527e-01
2.139609575271606445e+00,1.418817555531859398e-03,8.903900384902954102e-01
2.138967037200927734e+00,1.420544460415840149e-03,8.906917572021484375e-01
2.134751081466674805e+00,1.420718966983258724e-03,8.904907703399658203e-01
2.133964538574218750e+00,1.419916981831192970e-03,8.907099366188049316e-01
2.131374359130859375e+00,1.419327920302748680e-03,8.910102844238281250e-01
2.129463672637939453e+00,1.418716274201869965e-03,8.913444876670837402e-01
2.127323627471923828e+00,1.418285071849822998e-03,8.916954994201660156e-01
2.125208139419555664e+00,1.417859108187258244e-03,8.920357227325439453e-01
2.123132467269897461e+00,1.417449675500392914e-03,8.923716545104980469e-01
2.121099710464477539e+00,1.417052233591675758e-03,8.927037715911865234e-01
2.119111537933349609e+00,1.416667597368359566e-03,8.930320739746093750e-01
2.117165565490722656e+00,1.416295999661087990e-03,8.933560252189636230e-01
2.115262031555175781e+00,1.415937324054539204e-03,8.936757445335388184e-01
2.113399982452392578e+00,1.415590872056782246e-03,8.939914107322692871e-01
2.111579656600952148e+00,1.415257342159748077e-03,8.943030834197998047e-01
2.109798908233642578e+00,1.414935803040862083e-03,8.946107029914855957e-01
2.108060359954833984e+00,1.414627302438020706e-03,8.949145078659057617e-01
2.106358528137207031e+00,1.414329512044787407e-03,8.952142000198364258e-01
2.104705333709716797e+00,1.414047088474035263e-03,8.955108523368835449e-01
2.103073120117187500e+00,1.413769787177443504e-03,8.958012461662292480e-01
2.101509809494018555e+00,1.413518562912940979e-03,8.960949182510375977e-01
2.099909305572509766e+00,1.413252204656600952e-03,8.963690400123596191e-01
2.098454952239990234e+00,1.413064775988459587e-03,8.966705203056335449e-01
2.096545934677124023e+00,1.412726589478552341e-03,8.969168066978454590e-01
2.096050739288330078e+00,1.412797253578901291e-03,8.972845077514648438e-01
2.093794107437133789e+00,1.411796081811189651e-03,8.972703218460083008e-01
2.096463680267333984e+00,1.412770710885524750e-03,8.983951210975646973e-01
2.093160152435302734e+00,1.411244738847017288e-03,8.971633315086364746e-01
2.078169345855712891e+00,1.413979567587375641e-03,9.016913771629333496e-01
2.027915954589843750e+00,1.424387795850634575e-03,9.028108119964599609e-01
2.101573228836059570e+00,1.501676160842180252e-03,9.047652482986450195e-01
