2.178433179855346680e+00,1.570320455357432365e-03,8.726391196250915527e-01
2.135409116744995117e+00,1.448469003662467003e-03,8.903263807296752930e-01
2.143710136413574219e+00,1.418883330188691616e-03,8.909270167350769043e-01
2.137699604034423828e+00,1.420563086867332458e-03,8.907757401466369629e-01
2.135270595550537109e+00,1.420389395207166672e-03,8.905421495437622070e-01
2.133985757827758789e+00,1.419921056367456913e-03,8.907313942909240723e-01
2.131234407424926758e+00,1.419250387698411942e-03,8.910171985626220703e-01
2.129409790039062500e+00,1.418648869730532169e-03,8.913593888282775879e-01
2.127256393432617188e+00,1.418215455487370491e-03,8.917112350463867188e-01
2.125145435333251953e+00,1.417789491824805737e-03,8.920524120330810547e-01
2.123069047927856445e+00,1.417380059137940407e-03,8.923880457878112793e-01
2.121036052703857422e+00,1.416982267983257771e-03,8.927199244499206543e-01
2.119047641754150391e+00,1.416597748175263405e-03,8.930479884147644043e-01
2.117101669311523438e+00,1.416225917637348175e-03,8.933717608451843262e-01
2.115197896957397461e+00,1.415866892784833908e-03,8.936914801597595215e-01
2.113335609436035156e+00,1.415520557202398777e-03,8.940070271492004395e-01
2.111514568328857422e+00,1.415186794474720955e-03,8.943185806274414062e-01
2.109734296798706055e+00,1.414865138940513134e-03,8.946259617805480957e-01
2.107995510101318359e+00,1.414556405507028103e-03,8.949298262596130371e-01
2.106293201446533203e+00,1.414258731529116631e-03,8.952292799949645996e-01
2.104640007019042969e+00,1.413975842297077179e-03,8.955258727073669434e-01
2.103006839752197266e+00,1.413697842508554459e-03,8.958160281181335449e-01
2.101444959640502930e+00,1.413447433151304722e-03,8.961098790168762207e-01
2.099842548370361328e+00,1.413179561495780945e-03,8.963830471038818359e-01
2.098390579223632812e+00,1.412994461134076118e-03,8.966864347457885742e-01
2.096468448638916016e+00,1.412651035934686661e-03,8.969304561614990234e-01
2.096019744873046875e+00,1.412737416103482246e-03,8.973031640052795410e-01
2.093591690063476562e+00,1.411685254424810410e-03,8.972820043563842773e-01
2.096445083618164062e+00,1.412753947079181671e-03,8.984549045562744141e-01
2.092728137969970703e+00,1.411088160239160061e-03,8.970884680747985840e-01
2.077338695526123047e+00,1.413956983014941216e-03,9.020100831985473633e-01
2.029682636260986328e+00,1.424573594704270363e-03,9.024667739868164062e-01
2.119905948638916016e+00,1.509149093180894852e-03,9.046911001205444336e-01
